PDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees,ZIP
7/20/2016,78,68,57,57,50,48,77,67,39,30.1,30.07,30.01,10,10,10,17,7,16,0,0,,290,94063
7/21/2016,75,65,55,55,51,50,88,72,44,30.14,30.1,30.06,10,10,10,17,8,23,0,2,,285,94063
7/22/2016,82,68,55,57,51,45,82,67,28,30.14,30.09,30.04,10,10,10,13,2,,0,0,,331,94063
7/23/2016,87,72,57,59,52,48,82,65,25,30.03,29.96,29.86,10,10,10,18,3,22,0,0,,319,94063
7/24/2016,80,68,57,57,52,50,82,67,39,29.93,29.88,29.85,10,10,9,13,3,,0,0,,319,94063
7/25/2016,77,67,57,59,55,52,88,77,47,29.96,29.93,29.89,10,10,8,13,4,,0,3,,328,94063
7/26/2016,86,72,57,64,55,52,88,71,33,29.94,29.9,29.82,10,10,10,53,3,,0,6,,342,94063
7/27/2016,80,70,60,59,55,52,82,69,39,29.92,29.89,29.86,10,10,10,8,3,,0,2,,341,94063
7/28/2016,77,66,55,59,54,52,94,79,47,29.95,29.9,29.84,10,10,10,10,4,,0,1,,353,94063
7/29/2016,75,66,57,59,55,52,88,78,50,29.89,29.85,29.78,10,10,10,13,4,,0,1,,355,94063
7/30/2016,75,66,57,59,55,54,94,80,47,29.86,29.83,29.8,10,10,7,13,4,,0,2,,338,94063
7/31/2016,75,66,57,59,55,54,88,78,53,29.93,29.89,29.85,10,10,7,13,5,,0,4,,318,94063
8/1/2016,73,66,59,59,55,54,82,75,53,30.01,29.95,29.92,10,10,10,12,5,16,0,4,,314,94063
8/2/2016,71,65,59,59,56,54,94,80,57,30.04,30,29.94,10,10,10,13,4,,0,4,,32,94063
8/3/2016,75,66,57,59,54,50,94,77,47,30,29.97,29.91,10,10,5,12,3,,0,2,,314,94063
8/4/2016,69,62,55,54,52,50,88,79,56,29.98,29.95,29.9,10,10,7,17,7,20,0,3,,279,94063
8/5/2016,68,62,57,54,53,52,88,78,60,29.94,29.91,29.88,10,10,10,13,5,,0,5,,275,94063
8/6/2016,71,64,57,55,52,50,88,76,46,29.92,29.9,29.86,10,10,10,23,7,29,0,5,,270,94063
8/7/2016,75,64,53,57,51,48,82,71,38,29.94,29.9,29.86,10,10,9,14,5,,0,1,,294,94063
8/8/2016,75,66,57,59,53,50,94,77,44,29.89,29.86,29.84,10,10,7,15,3,22,0,2,,284,94063
8/9/2016,77,66,55,59,53,50,88,74,41,29.87,29.84,29.81,10,10,10,14,3,16,0,1,,276,94063
8/10/2016,73,65,57,59,54,52,88,78,53,29.95,29.89,29.85,10,10,10,13,4,,0,3,,304,94063
8/11/2016,75,66,57,59,56,54,94,81,50,30.04,29.99,29.95,10,10,8,12,4,,0,4,,345,94063
8/12/2016,73,66,57,59,56,54,94,83,53,30.07,30.03,29.97,10,9,6,12,4,,0,3,,347,94063
8/13/2016,80,68,55,59,55,52,94,80,42,30.02,29.97,29.9,10,10,10,12,3,,0,1,,336,94063
8/14/2016,73,65,57,57,54,54,88,80,53,29.96,29.92,29.88,10,10,10,12,4,,0,0,,339,94063
8/15/2016,73,64,55,59,54,52,94,82,53,29.98,29.94,29.9,10,10,10,13,5,,0,4,,317,94063
8/16/2016,71,64,57,59,55,54,88,81,57,29.94,29.91,29.85,10,10,7,12,3,,0,4,,343,94063
8/17/2016,75,66,57,59,55,54,94,81,50,29.9,29.86,29.8,10,10,7,13,4,,0,3,,341,94063
8/18/2016,75,67,59,59,56,55,88,80,53,29.9,29.86,29.83,10,10,10,12,5,,0,4,,340,94063
8/19/2016,73,66,59,59,56,55,88,78,57,29.96,29.91,29.88,10,10,7,14,3,,0,5,,339,94063
8/20/2016,71,65,59,59,56,55,94,83,57,29.98,29.94,29.9,10,10,9,12,3,,0,4,,338,94063
8/21/2016,73,66,59,57,55,54,88,80,53,29.97,29.94,29.89,10,10,8,15,6,20,0,5,,309,94063
8/22/2016,73,66,59,59,55,54,88,78,53,30,29.96,29.93,10,10,7,14,5,,0,5,,295,94063
8/23/2016,73,66,59,59,56,54,88,79,53,30.1,30.05,30.01,10,10,10,12,5,,0,4,,304,94063
8/24/2016,71,64,57,57,55,52,88,82,60,30.12,30.06,29.98,10,10,8,14,4,,0,4,,332,94063
8/25/2016,71,64,57,59,54,52,88,83,57,30,29.95,29.87,10,10,10,15,5,,0,5,,290,94063
8/26/2016,73,66,59,57,55,54,82,75,57,29.99,29.93,29.9,10,10,10,15,4,18,0,5,,268,94063
8/27/2016,73,66,60,57,54,54,77,72,53,30.05,30,29.97,10,10,10,14,5,20,0,5,,261,94063
8/28/2016,73,66,59,57,54,54,82,75,53,30.11,30.07,30.01,10,10,10,14,4,,0,4,,284,94063
8/29/2016,73,65,57,55,53,50,82,75,50,30.14,30.08,30.03,10,10,10,16,8,20,0,5,,285,94063
8/30/2016,80,70,59,59,55,54,82,73,42,30.05,30,29.93,10,10,10,14,6,20,0,1,,270,94063
8/31/2016,73,66,59,57,55,52,88,74,53,29.99,29.96,29.93,10,10,10,15,6,21,0,0,,276,94063
9/1/2015,78,66,55,63,58,52,88,68,47,29.92,29.88,29.84,20,14,10,17,7,,0,1,,342,94301
9/2/2015,77,67,57,59,57,54,88,64,47,29.97,29.94,29.91,20,13,10,17,8,,0,3,,317,94301
9/3/2015,75,67,59,54,52,48,82,57,38,29.95,29.9,29.84,20,15,10,23,7,,0,1,,308,94301
9/4/2015,75,65,55,54,49,46,77,51,36,29.9,29.89,29.86,,,,17,10,,0,0,,319,94301
9/5/2015,82,75,66,50,47,41,52,37,28,29.99,29.96,29.92,10,10,10,17,6,22,0,1,,322,94301
9/6/2015,87,68,50,61,48,37,83,47,17,29.99,29.94,29.89,,,,17,6,,0,2,,3,94301
9/7/2015,93,72,50,59,51,39,76,44,15,29.93,29.87,29.84,,,,13,6,,0,0,,348,94301
9/8/2015,96,76,55,59,51,45,67,39,18,29.9,29.84,29.78,20,15,10,13,6,,0,0,,349,94301
9/9/2015,96,78,59,63,55,46,63,44,18,29.88,29.83,29.77,10,10,10,15,6,,0,0,,353,94301
9/10/2015,87,74,60,66,61,54,82,62,40,29.89,29.86,29.82,20,12,10,15,5,,0,3,,357,94301
9/11/2015,84,73,62,63,60,54,100,64,35,29.94,29.91,29.85,10,10,10,13,7,,0,4,,352,94301
9/12/2015,78,68,59,63,59,55,88,73,47,29.99,29.94,29.87,20,13,10,15,11,,0,8,,1,94301
9/13/2015,78,71,64,64,61,57,83,72,57,29.89,29.77,29.73,20,11,10,15,11,,0,6,,339,94301
9/14/2015,75,68,62,59,59,57,88,69,57,29.79,29.76,29.72,10,10,10,14,7,,0,6,,159,94301
9/15/2015,73,66,59,61,50,45,88,58,36,29.93,29.91,29.9,10,10,10,17,10,25,0,4,,312,94301
9/16/2015,73,64,55,52,51,50,82,55,44,30.03,30,29.99,10,10,10,14,11,,0,5,,185,94301
9/17/2015,75,66,57,59,56,54,94,69,47,30.09,30.04,29.98,10,10,10,17,8,,0,3,,317,94301
9/18/2015,84,68,53,59,57,50,88,66,40,29.99,29.93,29.86,10,9,0,14,7,,0,0,,358,94301
9/19/2015,86,68,51,64,59,50,94,63,40,29.89,29.83,29.77,10,10,10,12,5,,0,0,,10,94301
9/20/2015,95,75,55,64,55,45,82,52,18,29.84,29.84,29.84,10,10,10,12,4,,0,0,,346,94301
9/21/2015,93,78,62,66,58,50,73,51,24,29.8,29.75,29.69,20,17,10,13,6,,0,0,,344,94301
9/22/2015,73,65,57,59,56,52,94,70,57,29.95,29.92,29.87,10,10,10,20,7,,0,1,,343,94301
9/23/2015,80,65,50,59,55,48,94,63,45,30.03,29.97,29.91,20,17,10,12,6,,0,1,,348,94301
9/24/2015,87,72,57,61,57,50,82,58,27,29.98,29.91,29.84,10,10,10,12,7,,0,4,,2,94301
9/25/2015,80,68,57,59,54,50,82,53,39,29.93,29.91,29.89,10,10,10,20,8,,0,3,,345,94301
9/26/2015,77,67,57,63,59,54,88,71,54,29.98,29.89,29.82,10,10,10,15,8,,0,3,,353,94301
9/27/2015,75,65,55,63,60,54,94,76,61,29.85,29.82,29.78,10,10,10,13,6,,0,6,,338,94301
9/28/2015,73,66,60,61,59,52,88,76,53,29.92,29.89,29.87,10,10,10,22,10,,0,5,,352,94301
9/29/2015,69,64,60,57,56,54,82,73,60,30.02,29.98,29.95,20,13,10,13,7,,0,6,,347,94301
9/30/2015,66,62,59,59,58,54,88,83,78,30.03,29.98,29.92,10,10,10,10,4,,0,8,,355,94301
10/1/2015,75,68,60,63,60,57,94,78,57,30.04,29.98,29.93,10,10,10,17,8,,0,4,Rain,346,94301
10/2/2015,77,65,53,61,58,52,94,73,47,30.06,29.98,29.87,10,10,10,16,7,,0,0,,340,94301
10/3/2015,77,64,51,61,53,48,100,67,41,29.74,29.62,29.49,10,10,10,16,7,26,0,1,,320,94301
10/4/2015,75,62,48,57,52,46,93,68,47,29.67,29.61,29.57,10,10,10,18,6,,0,0,,1,94301
10/5/2015,77,68,59,61,56,54,82,62,47,29.93,29.87,29.83,10,10,10,15,7,,0,0,,1,94301
10/6/2015,75,65,55,61,58,54,94,71,57,30.12,30.08,30.05,15,12,10,17,7,,0,1,,1,94301
10/7/2015,77,70,62,61,59,57,88,74,50,30.14,30.12,30.09,10,9,6,17,5,,0,5,,4,94301
10/8/2015,82,70,59,63,59,55,94,68,39,30.11,30.1,30.09,10,10,10,13,3,,0,5,,10,94301
10/9/2015,78,66,55,64,58,52,94,69,44,30.11,30.04,29.99,,,,15,7,,0,0,,338,94301
10/10/2015,75,68,60,64,62,57,100,79,64,30.06,30.01,29.98,10,6,0,17,9,,0,2,Fog,2,94301
10/11/2015,78,66,55,64,57,5,100,73,6,30.04,29.98,29.93,10,10,10,21,7,,0,0,,358,94301
10/12/2015,84,70,55,64,61,54,94,70,48,30,29.94,29.89,10,10,10,13,4,,0,0,,346,94301
10/13/2015,87,72,57,66,61,54,88,61,33,30.02,29.98,29.94,10,10,10,14,5,,0,0,,360,94301
10/14/2015,78,69,60,63,60,57,88,69,47,30.01,29.97,29.91,10,10,10,12,5,,0,4,,346,94301
10/15/2015,75,68,62,63,61,59,88,78,57,29.98,29.94,29.9,10,10,10,14,7,,0,6,,329,94301
10/16/2015,75,68,62,64,60,57,88,78,61,29.96,29.92,29.86,15,11,10,18,5,,0,5,,357,94301
10/17/2015,69,66,60,61,57,55,82,74,68,30,29.97,29.95,10,10,10,16,7,,0,6,,277,94301
10/18/2015,71,64,57,57,55,54,88,69,53,30.02,29.99,29.97,10,10,10,13,8,,0,5,,298,94301
10/19/2015,71,66,62,59,57,55,88,72,60,30.05,30.01,29.98,10,10,10,17,9,,0,4,,328,94301
10/20/2015,82,66,51,61,53,46,94,60,28,30.01,29.96,29.89,10,10,10,13,6,,0,0,,325,94301
10/21/2015,86,68,50,59,50,45,94,55,23,29.98,29.93,29.89,10,10,10,13,4,,0,0,,325,94301
10/22/2015,75,63,51,61,57,50,100,74,57,29.98,29.94,29.9,20,13,7,12,3,,0,1,,360,94301
10/23/2015,71,61,51,59,56,50,94,73,64,30.03,30,29.98,10,10,10,10,3,,0,6,,355,94301
10/24/2015,77,66,55,59,57,54,100,77,47,30.02,29.98,29.93,10,6,0,14,5,,0,6,Fog,335,94301
10/25/2015,73,66,59,61,56,52,77,68,53,30.03,29.99,29.94,10,10,10,17,8,,0,2,,342,94301
10/26/2015,71,63,55,61,57,52,100,81,56,30.02,29.97,29.92,10,6,0,10,4,,0,2,Fog,356,94301
10/27/2015,69,63,57,57,55,52,82,69,60,30.02,30,29.96,10,10,10,14,6,,0,8,Rain,301,94301
10/28/2015,71,63,55,63,57,54,94,78,68,30.05,30.02,30,10,10,10,20,6,,0,4,,345,94301
10/29/2015,77,62,48,55,50,46,100,64,34,30.05,29.99,29.94,10,10,10,17,5,,0,0,,321,94301
10/30/2015,73,60,48,61,55,45,87,72,50,30.05,30.01,29.98,10,10,10,9,5,,0,0,,350,94301
10/31/2015,77,64,50,63,56,48,94,78,50,30.11,30.08,30.06,10,10,10,16,3,,0,0,,350,94301
11/1/2015,75,63,51,63,59,50,94,79,57,30.17,30.09,29.99,10,10,10,18,5,,0,4,,355,94301
11/2/2015,64,60,55,55,51,46,94,76,56,29.88,29.82,29.78,10,9,3,23,8,24,0,6,Rain,315,94301
11/3/2015,66,56,46,50,44,41,93,60,40,29.95,29.93,29.91,10,10,10,15,5,,0,0,,308,94301
11/4/2015,68,60,50,41,37,32,66,43,28,30.12,30.05,30.01,10,10,10,16,10,,0,0,,332,94301
11/5/2015,66,54,41,52,44,37,87,65,42,30.26,30.23,30.21,10,10,10,13,5,,0,3,,348,94301
11/6/2015,68,54,41,50,44,39,93,58,35,30.3,30.28,30.23,10,10,10,6,2,,0,0,,20,94301
11/7/2015,68,54,41,52,47,39,93,70,49,30.18,30.1,30.03,10,10,10,10,3,,0,1,,355,94301
11/8/2015,60,55,50,55,51,43,88,76,68,30.03,29.99,29.96,10,10,7,12,6,,0,6,,237,94301
11/9/2015,57,52,48,52,48,46,94,84,72,30.03,29.97,29.94,15,10,4,14,8,,0,5,Rain-Thunderstorm,209,94301
11/10/2015,60,50,41,46,44,41,100,70,55,30.32,30.24,30.16,10,10,10,12,5,,0,2,,329,94301
11/11/2015,64,50,37,46,44,37,100,70,45,30.42,30.36,30.3,10,10,10,9,4,,0,0,,343,94301
11/12/2015,66,52,39,48,44,37,93,67,40,30.28,30.2,30.14,10,10,10,10,3,,0,0,,352,94301
11/13/2015,66,54,41,32,30,27,70,38,23,30.13,30.07,30.02,10,10,10,10,4,,0,0,,11,94301
11/14/2015,62,50,39,45,33,30,82,53,32,29.98,29.93,29.88,10,10,10,12,3,,0,0,,3,94301
11/15/2015,60,56,51,52,44,39,94,64,55,30.05,29.94,29.84,10,10,7,23,15,34,0,3,,300,94301
11/16/2015,60,55,48,41,36,32,71,49,34,30.32,30.27,30.24,10,10,10,23,15,31,0,0,,323,94301
11/17/2015,64,52,41,52,48,39,94,76,56,30.36,30.32,30.28,10,10,10,14,5,,0,1,,332,94301
11/18/2015,68,55,42,55,51,43,100,80,64,30.29,30.2,30.14,10,10,10,14,4,,0,2,,346,94301
11/19/2015,66,54,42,54,50,43,100,78,52,30.19,30.15,30.11,10,10,10,12,4,,0,1,Fog,342,94301
11/20/2015,71,58,46,57,53,45,94,76,50,30.13,30.08,30.04,10,10,10,15,5,,0,2,,343,94301
11/21/2015,71,58,44,55,50,43,93,69,46,30.12,30.05,30.01,10,10,10,9,3,,0,2,,342,94301
11/22/2015,66,54,42,54,50,41,93,75,60,30.03,29.97,29.91,20,12,10,9,3,,0,4,,333,94301
11/23/2015,60,53,46,52,49,45,94,81,72,29.96,29.94,29.9,10,7,3,13,6,,0,3,,350,94301
11/24/2015,57,55,53,55,49,41,94,79,55,29.93,29.91,29.9,10,7,2,22,11,,0,7,Rain,234,94301
11/25/2015,55,50,42,41,38,37,81,63,51,30.01,29.97,29.93,20,15,10,13,9,,0,2,,305,94301
11/26/2015,66,56,46,34,32,28,57,38,24,30.14,30.1,30.07,10,10,10,12,8,,0,0,,47,94301
11/27/2015,59,54,48,30,28,25,50,38,31,30.16,30.13,30.09,10,10,10,9,3,,0,1,,330,94301
11/28/2015,57,50,44,34,30,23,62,46,35,30.18,30.13,30.1,,,,17,10,,0,0,,30,94301
11/29/2015,59,44,30,43,34,27,86,62,33,30.22,30.18,30.15,10,10,10,7,3,,0,0,,16,94301
11/30/2015,53,45,37,41,37,32,81,65,54,30.23,30.2,30.17,10,10,10,9,4,,0,6,Rain,15,94301
12/1/2015,60,48,37,45,38,32,87,66,42,30.26,30.21,30.18,10,10,10,8,3,,0,2,,354,94301
12/2/2015,60,52,44,45,41,39,87,65,45,30.24,30.15,30.08,10,10,10,10,2,,0,6,,31,94301
12/3/2015,62,53,44,55,50,43,94,81,59,30.11,30.01,29.96,10,8,3,20,12,25,0,6,Rain,178,94301
12/4/2015,60,51,42,52,48,43,100,83,63,30.27,30.23,30.2,10,10,10,9,5,,0,2,,64,94301
12/5/2015,55,46,37,48,45,37,100,84,67,30.29,30.25,30.22,10,10,10,7,2,,0,6,Fog,10,94301
12/6/2015,64,60,55,57,50,39,100,74,54,30.32,30.28,30.25,10,10,10,12,8,,0,6,,18,94301
12/7/2015,60,56,51,57,55,52,100,93,82,30.32,30.27,30.24,10,6,0,8,4,,0,6,Fog,17,94301
12/8/2015,64,58,53,57,55,52,100,85,73,30.26,30.21,30.18,10,10,10,8,5,,0,7,,19,94301
12/9/2015,68,60,53,57,56,54,100,84,64,30.17,30.09,30.01,10,10,10,10,6,,0,6,,73,94301
12/10/2015,62,58,51,55,50,46,94,76,55,29.95,29.92,29.88,10,9,4,13,10,,0,6,Rain,273,94301
12/11/2015,59,54,48,46,46,43,93,72,55,29.93,29.9,29.85,15,14,10,13,8,,0,3,,330,94301
12/12/2015,57,50,42,48,46,41,93,73,63,30.19,30.18,30.14,10,10,10,9,4,,0,4,,10,94301
12/13/2015,55,52,48,52,46,41,94,80,67,30.05,29.99,29.89,10,8,3,24,15,29,0,6,Rain,285,94301
12/14/2015,55,47,39,41,39,36,87,63,47,30.17,30.14,30.11,10,10,10,21,10,,0,2,,322,94301
12/15/2015,57,48,39,39,34,28,87,55,38,30.21,30.18,30.16,10,10,10,21,9,,0,0,,3,94301
12/16/2015,57,47,37,41,36,30,81,64,38,30.26,30.24,30.22,10,10,10,12,6,,0,0,,81,94301
12/17/2015,59,48,37,50,44,36,93,80,63,30.3,30.24,30.19,10,10,10,8,3,,0,3,,334,94301
12/18/2015,60,51,42,50,47,43,100,81,63,30.12,30.05,29.96,10,10,10,13,9,,0,5,,150,94301
12/19/2015,57,52,46,50,45,41,100,79,58,30.09,30.02,29.98,10,10,6,14,6,,0,3,Rain,303,94301
12/20/2015,53,47,41,50,45,39,93,84,77,30.25,30.19,30.14,10,10,7,18,11,,0,7,Rain,147,94301
12/21/2015,60,58,55,59,53,45,100,93,82,30.12,30.04,29.93,10,7,5,9,6,,0,7,Rain,205,94301
12/22/2015,60,58,55,59,54,50,100,85,72,29.91,29.86,29.8,10,7,2,20,13,25,0,6,Rain,295,94301
12/23/2015,57,54,46,43,40,39,81,62,51,30.04,30,29.97,10,10,10,17,13,,0,2,,306,94301
12/24/2015,51,48,44,48,43,39,93,82,71,30.06,29.98,29.96,10,9,4,13,8,,0,5,Rain,268,94301
12/25/2015,53,45,37,45,40,36,100,81,62,30.34,30.25,30.18,10,10,10,14,5,,0,2,,355,94301
12/26/2015,53,44,35,36,30,23,81,56,35,30.47,30.42,30.38,10,10,10,13,5,,0,0,,80,94301
12/27/2015,48,38,28,41,34,27,93,74,57,30.3,30.23,30.14,10,10,10,8,3,,0,5,Rain,11,94301
12/28/2015,50,46,41,41,40,39,93,81,66,30.09,30.03,30.01,10,10,10,10,6,,0,4,,42,94301
12/29/2015,62,48,33,43,37,34,100,68,47,30.18,30.13,30.09,10,10,10,9,3,,0,0,,26,94301
12/30/2015,53,42,32,46,40,30,93,85,67,30.29,30.26,30.22,10,10,10,12,3,,0,5,,77,94301
12/31/2015,55,48,39,41,36,32,87,62,44,30.27,30.21,30.15,10,10,10,13,9,,0,0,,21,94301
1/1/2016,50,46,41,34,28,21,66,50,40,30.2,30.16,30.12,10,10,10,14,10,,0,3,,45,94301
1/2/2016,51,46,42,39,37,34,81,64,54,30.11,30.03,29.98,10,10,10,12,3,,0,6,,21,94301
1/3/2016,55,48,42,45,42,39,87,71,63,29.91,29.85,29.81,10,10,10,12,3,,0,6,Rain,336,94301
1/4/2016,62,54,48,54,50,46,100,87,68,29.78,29.75,29.71,10,6,3,16,6,,0,6,Rain,112,94301
1/5/2016,55,52,48,52,50,46,94,90,82,29.83,29.75,29.64,10,9,6,12,8,,0,5,Rain,243,94301
1/6/2016,59,54,50,50,49,48,94,86,67,29.75,29.7,29.65,10,9,4,17,12,,0,6,Rain,154,94301
1/7/2016,59,52,46,50,47,45,100,80,72,30.04,29.98,29.89,,,,10,5,,0,3,,311,94301
1/8/2016,55,50,46,48,46,45,93,81,72,30.1,30.1,30.09,10,10,7,7,3,,0,6,,20,94301
1/9/2016,59,55,51,50,48,46,94,79,72,30.15,30.12,30.1,10,10,10,18,10,,0,7,,141,94301
1/10/2016,57,54,51,50,50,48,94,85,77,30.23,30.2,30.18,10,10,7,14,9,,0,6,,55,94301
1/11/2016,59,55,51,52,50,50,94,84,72,30.33,30.3,30.27,10,10,10,7,2,,0,6,,359,94301
1/12/2016,62,53,44,52,49,45,100,78,63,30.27,30.16,30.11,10,9,6,12,6,,0,4,Fog,48,94301
1/13/2016,66,57,48,54,50,46,93,72,52,30.23,30.16,30.08,10,10,10,14,9,,0,5,,213,94301
1/14/2016,57,50,42,50,47,41,93,79,63,30.18,30.09,30.02,10,10,10,14,6,,0,7,,132,94301
1/15/2016,62,54,48,52,48,37,100,80,39,30.14,30.1,30.07,10,10,10,8,2,,0,3,,60,94301
1/16/2016,64,60,57,59,57,55,100,87,77,30.18,30.16,30.14,10,10,10,10,7,,0,7,,141,94301
1/17/2016,60,58,57,57,57,55,100,91,88,30.16,30.11,30.06,10,9,6,92,16,,0,8,Rain,152,94301
1/18/2016,64,58,53,57,56,54,100,89,72,30.17,30.14,30.12,10,7,0,10,6,,0,4,Fog,81,94301
1/19/2016,64,58,51,61,56,52,100,90,77,30.17,30.05,29.94,10,7,2,20,12,28,0,6,Rain,233,94301
1/20/2016,60,55,50,55,53,50,100,90,77,30.28,30.24,30.2,15,10,4,9,3,,0,6,,310,94301
1/21/2016,66,58,50,55,51,46,100,77,49,30.16,30.09,30.01,10,10,10,13,6,,0,7,,21,94301
1/22/2016,62,60,57,59,57,54,100,89,77,30.02,29.97,29.94,10,9,6,21,14,,0,8,Rain,151,94301
1/23/2016,59,55,51,52,50,48,88,81,67,30.14,30.09,29.95,10,10,7,13,9,,0,5,,260,94301
1/24/2016,59,54,48,48,47,45,93,77,67,30.25,30.22,30.18,15,13,10,9,6,,0,5,,358,94301
1/25/2016,62,54,46,52,51,45,100,81,67,30.28,30.25,30.23,10,10,10,12,5,,0,3,,334,94301
1/26/2016,60,51,42,54,50,43,100,88,72,30.37,30.32,30.27,10,9,7,10,3,,0,4,,350,94301
1/27/2016,60,54,48,54,51,46,94,82,72,30.35,30.32,30.27,10,8,6,7,2,,0,4,,350,94301
1/28/2016,60,53,46,54,51,46,100,82,68,30.32,30.25,30.2,10,10,10,9,6,,0,7,,45,94301
1/29/2016,66,62,59,59,58,52,94,83,77,30.18,30.1,30.03,10,10,7,12,9,,0,7,Rain,197,94301
1/30/2016,60,56,51,48,46,43,88,68,55,30.09,30.05,30.02,10,10,10,15,11,,0,4,,311,94301
1/31/2016,57,52,48,45,41,37,87,67,48,29.9,29.83,29.77,10,10,10,24,12,36,0,4,,319,94301
2/1/2016,57,50,44,41,35,23,76,52,38,30.27,30.22,30.14,10,10,10,22,14,23,0,0,,316,94301
2/2/2016,59,52,44,48,45,41,93,78,59,30.31,30.25,30.22,10,10,6,14,10,,0,4,Rain,71,94301
2/3/2016,57,49,41,46,44,41,100,78,59,30.4,30.38,30.36,10,10,10,10,4,,0,4,,20,94301
2/4/2016,60,54,48,48,46,45,87,70,55,30.48,30.42,30.36,10,10,10,12,9,,0,4,,23,94301
2/5/2016,62,50,37,52,47,37,100,78,59,30.44,30.4,30.35,10,10,10,9,4,,0,2,,359,94301
2/6/2016,66,54,42,50,48,43,100,77,56,30.44,30.38,30.31,10,8,3,12,5,,0,1,,321,94301
2/7/2016,71,56,42,54,48,41,93,62,38,30.29,30.22,30.17,10,10,10,13,4,,0,0,,25,94301
2/8/2016,77,60,44,52,48,45,100,58,34,30.27,30.2,30.16,10,10,10,6,2,,0,0,,25,94301
2/9/2016,69,56,42,55,51,43,100,75,60,30.24,30.18,30.13,10,10,10,13,3,,0,4,,337,94301
2/10/2016,69,56,44,55,53,43,93,77,60,30.28,30.24,30.17,10,10,10,9,4,,0,3,,1,94301
2/11/2016,71,66,57,55,52,48,82,64,46,30.17,30.14,30.11,10,10,10,10,6,,0,4,,8,94301
2/12/2016,71,59,50,54,52,48,94,72,50,30.24,30.21,30.17,10,9,6,12,3,,0,4,,350,94301
2/13/2016,68,60,53,55,53,48,94,79,60,30.31,30.25,30.21,10,7,0,10,5,,0,1,Fog,358,94301
2/14/2016,73,58,44,57,51,43,93,68,50,30.31,30.25,30.19,10,10,10,14,5,,0,5,,323,94301
2/15/2016,78,64,50,55,51,48,94,59,34,30.19,30.11,30.03,10,10,10,7,5,,0,0,,20,94301
2/16/2016,80,64,48,59,55,45,87,61,45,29.99,29.86,29.72,10,10,10,9,4,,0,3,,1,94301
2/17/2016,73,62,51,55,49,43,94,59,38,29.67,29.61,29.55,10,9,4,25,17,34,0,6,Rain,176,94301
2/18/2016,64,58,51,46,44,43,82,60,45,30.06,30.03,29.92,10,10,10,17,10,,0,4,,232,94301
2/19/2016,64,57,50,52,49,46,100,77,52,30.23,30.16,30.11,10,8,4,17,12,,0,7,,240,94301
2/20/2016,60,54,48,50,47,45,93,77,59,30.25,30.21,30.16,10,9,7,12,6,,0,5,,319,94301
2/21/2016,64,52,41,48,45,37,93,67,48,30.29,30.26,30.22,10,10,10,13,7,,0,1,,337,94301
2/22/2016,69,55,41,52,49,41,100,75,52,30.27,30.19,30.11,10,9,7,9,3,,0,2,Fog,360,94301
2/23/2016,69,56,42,48,41,36,87,50,28,30.1,30.05,30.01,10,10,10,17,6,,0,1,,337,94301
2/24/2016,69,56,44,52,47,39,81,63,46,30.17,30.13,30.1,10,10,10,12,3,,0,0,,348,94301
2/25/2016,71,58,44,59,53,43,93,70,56,30.16,30.11,30.07,10,10,10,9,4,,0,1,,352,94301
2/26/2016,68,60,53,57,54,50,88,71,59,30.19,30.13,30.11,15,10,10,14,7,,0,5,,347,94301
2/27/2016,68,60,53,54,51,46,94,70,46,30.21,30.16,30.12,10,10,10,14,8,,0,2,,339,94301
2/28/2016,68,57,46,55,49,43,94,72,45,30.24,30.2,30.18,10,10,7,14,5,,0,6,,325,94301
2/29/2016,71,61,51,57,54,52,100,76,57,30.22,30.16,30.11,10,6,0,10,3,,0,3,Fog,344,94301
3/1/2016,69,58,48,54,49,43,82,66,38,30.17,30.13,30.1,10,10,10,17,6,,0,1,,344,94301
3/2/2016,66,57,48,55,53,48,100,80,68,30.1,30.09,30.06,10,10,10,12,4,,0,5,,238,94301
3/3/2016,66,62,57,59,56,52,88,78,68,30.12,30.08,30.04,10,10,10,12,6,,0,7,,338,94301
3/4/2016,68,62,57,63,59,55,100,87,68,30.02,29.96,29.91,10,8,2,12,5,,0,7,,149,94301
3/5/2016,66,62,57,61,58,55,94,88,73,29.87,29.74,29.61,10,7,3,29,19,36,0,8,Rain,148,94301
3/6/2016,68,62,55,50,45,41,72,52,40,30.02,29.96,29.86,15,11,7,17,9,,0,6,Rain,208,94301
3/7/2016,64,60,55,48,47,46,77,65,52,29.96,29.84,29.74,20,10,7,15,9,25,0,6,Rain,321,94301
3/8/2016,62,55,48,48,44,41,76,59,51,30.13,30.12,30.09,10,10,10,12,5,,0,5,,335,94301
3/9/2016,66,60,53,59,56,52,94,79,68,30.09,30.07,30.05,10,9,7,12,8,,0,6,,171,94301
3/10/2016,71,66,60,59,54,48,88,69,53,30.05,30,29.97,10,8,6,14,10,,0,7,Rain,160,94301
